10	[0.3001870682012045, 0.3001954304960847, 0.30017795248490775, 0.3003383120111594, 0.3001540830686857, 0.3001360922342138, 0.300407842569232, 0.3002437021400049, 0.3014057898896558, 0.30072111358666875, 0.29884009035120385, 0.299082495274595, 0.3033336831014559, 0.30723550398529714, 0.31295170384764165, 0.30234239351707226, 0.29158546693564813, 0.298354979722859, 0.2993154387118527, 0.2988897785209967, 0.30715135603325616, 0.3094633953947243, 0.30531292004701505, 0.3031382989207151, 0.2960583959786958, 0.31018345120606833, 0.299651508161302, 0.290213775483317, 0.30184008988908256, 0.29674227271039244, 0.2983325819355647, 0.3024359575628874]	[0.30018328710900105, 0.3001751285025552, 0.30019344011555765, 0.30003226825847024, 0.30021844564404365, 0.3002331903966436, 0.2999669106130869, 0.30013430690239074, 0.29897061194629815, 0.2996638545550549, 0.3016141213698166, 0.3020664167400884, 0.30302383075844924, 0.29816572735488284, 0.2911598906403086, 0.2965885651588546, 0.3265502141770944, 0.304966482094413, 0.3012785629024959, 0.2998728047687247, 0.2963023034182949, 0.2950359363500338, 0.2959050263406644, 0.30131883521072894, 0.3044967646770303, 0.2917258390397235, 0.30022005699098164, 0.3126894882815791, 0.2982278606724259, 0.3030100371145824, 0.3028065190199122, 0.2997186650414869]	
11	[0.3001870682012045, 0.3001954304960847, 0.30017795248490775, 0.3003383120111594, 0.3001540830686857, 0.3001360922342138, 0.300407842569232, 0.3002437021400049, 0.3014057898896558, 0.30072111358666875, 0.29884009035120385, 0.299082495274595, 0.3033336831014559, 0.30723550398529714, 0.31295170384764165, 0.30234239351707226, 0.29158546693564813, 0.298354979722859, 0.2993154387118527, 0.2988897785209967, 0.30715135603325616, 0.3094633953947243, 0.30531292004701505, 0.3031382989207151, 0.2960583959786958, 0.31018345120606833, 0.299651508161302, 0.290213775483317, 0.30184008988908256, 0.29674227271039244, 0.2983325819355647, 0.3024359575628874]	[0.30018328710900105, 0.3001751285025552, 0.30019344011555765, 0.30003226825847024, 0.30021844564404365, 0.3002331903966436, 0.2999669106130869, 0.30013430690239074, 0.29897061194629815, 0.2996638545550549, 0.3016141213698166, 0.3020664167400884, 0.30302383075844924, 0.29816572735488284, 0.2911598906403086, 0.2965885651588546, 0.3265502141770944, 0.304966482094413, 0.3012785629024959, 0.2998728047687247, 0.2963023034182949, 0.2950359363500338, 0.2959050263406644, 0.30131883521072894, 0.3044967646770303, 0.2917258390397235, 0.30022005699098164, 0.3126894882815791, 0.2982278606724259, 0.3030100371145824, 0.3028065190199122, 0.2997186650414869]	
12	[0.3001870682012045, 0.3001954304960847, 0.30017795248490775, 0.3003383120111594, 0.3001540830686857, 0.3001360922342138, 0.300407842569232, 0.3002437021400049, 0.3014057898896558, 0.30072111358666875, 0.29884009035120385, 0.299082495274595, 0.3033336831014559, 0.30723550398529714, 0.31295170384764165, 0.30234239351707226, 0.29158546693564813, 0.298354979722859, 0.2993154387118527, 0.2988897785209967, 0.30715135603325616, 0.3094633953947243, 0.30531292004701505, 0.3031382989207151, 0.2960583959786958, 0.31018345120606833, 0.299651508161302, 0.290213775483317, 0.30184008988908256, 0.29674227271039244, 0.2983325819355647, 0.3024359575628874]	[0.30018328710900105, 0.3001751285025552, 0.30019344011555765, 0.30003226825847024, 0.30021844564404365, 0.3002331903966436, 0.2999669106130869, 0.30013430690239074, 0.29897061194629815, 0.2996638545550549, 0.3016141213698166, 0.3020664167400884, 0.30302383075844924, 0.29816572735488284, 0.2911598906403086, 0.2965885651588546, 0.3265502141770944, 0.304966482094413, 0.3012785629024959, 0.2998728047687247, 0.2963023034182949, 0.2950359363500338, 0.2959050263406644, 0.30131883521072894, 0.3044967646770303, 0.2917258390397235, 0.30022005699098164, 0.3126894882815791, 0.2982278606724259, 0.3030100371145824, 0.3028065190199122, 0.2997186650414869]	
13	[0.3001870682012045, 0.3001954304960847, 0.30017795248490775, 0.3003383120111594, 0.3001540830686857, 0.3001360922342138, 0.300407842569232, 0.3002437021400049, 0.3014057898896558, 0.30072111358666875, 0.29884009035120385, 0.299082495274595, 0.3033336831014559, 0.30723550398529714, 0.31295170384764165, 0.30234239351707226, 0.29158546693564813, 0.298354979722859, 0.2993154387118527, 0.2988897785209967, 0.30715135603325616, 0.3094633953947243, 0.30531292004701505, 0.3031382989207151, 0.2960583959786958, 0.31018345120606833, 0.299651508161302, 0.290213775483317, 0.30184008988908256, 0.29674227271039244, 0.2983325819355647, 0.3024359575628874]	[0.30018328710900105, 0.3001751285025552, 0.30019344011555765, 0.30003226825847024, 0.30021844564404365, 0.3002331903966436, 0.2999669106130869, 0.30013430690239074, 0.29897061194629815, 0.2996638545550549, 0.3016141213698166, 0.3020664167400884, 0.30302383075844924, 0.29816572735488284, 0.2911598906403086, 0.2965885651588546, 0.3265502141770944, 0.304966482094413, 0.3012785629024959, 0.2998728047687247, 0.2963023034182949, 0.2950359363500338, 0.2959050263406644, 0.30131883521072894, 0.3044967646770303, 0.2917258390397235, 0.30022005699098164, 0.3126894882815791, 0.2982278606724259, 0.3030100371145824, 0.3028065190199122, 0.2997186650414869]	
14	[0.3001870682012045, 0.3001954304960847, 0.30017795248490775, 0.3003383120111594, 0.3001540830686857, 0.3001360922342138, 0.300407842569232, 0.3002437021400049, 0.3014057898896558, 0.30072111358666875, 0.29884009035120385, 0.299082495274595, 0.3033336831014559, 0.30723550398529714, 0.31295170384764165, 0.30234239351707226, 0.29158546693564813, 0.298354979722859, 0.2993154387118527, 0.2988897785209967, 0.30715135603325616, 0.3094633953947243, 0.30531292004701505, 0.3031382989207151, 0.2960583959786958, 0.31018345120606833, 0.299651508161302, 0.290213775483317, 0.30184008988908256, 0.29674227271039244, 0.2983325819355647, 0.3024359575628874]	[0.30018328710900105, 0.3001751285025552, 0.30019344011555765, 0.30003226825847024, 0.30021844564404365, 0.3002331903966436, 0.2999669106130869, 0.30013430690239074, 0.29897061194629815, 0.2996638545550549, 0.3016141213698166, 0.3020664167400884, 0.30302383075844924, 0.29816572735488284, 0.2911598906403086, 0.2965885651588546, 0.3265502141770944, 0.304966482094413, 0.3012785629024959, 0.2998728047687247, 0.2963023034182949, 0.2950359363500338, 0.2959050263406644, 0.30131883521072894, 0.3044967646770303, 0.2917258390397235, 0.30022005699098164, 0.3126894882815791, 0.2982278606724259, 0.3030100371145824, 0.3028065190199122, 0.2997186650414869]	
15	[0.3001870682012045, 0.3001954304960847, 0.30017795248490775, 0.3003383120111594, 0.3001540830686857, 0.3001360922342138, 0.300407842569232, 0.3002437021400049, 0.3014057898896558, 0.30072111358666875, 0.29884009035120385, 0.299082495274595, 0.3033336831014559, 0.30723550398529714, 0.31295170384764165, 0.30234239351707226, 0.29158546693564813, 0.298354979722859, 0.2993154387118527, 0.2988897785209967, 0.30715135603325616, 0.3094633953947243, 0.30531292004701505, 0.3031382989207151, 0.2960583959786958, 0.31018345120606833, 0.299651508161302, 0.290213775483317, 0.30184008988908256, 0.29674227271039244, 0.2983325819355647, 0.3024359575628874]	[0.30018328710900105, 0.3001751285025552, 0.30019344011555765, 0.30003226825847024, 0.30021844564404365, 0.3002331903966436, 0.2999669106130869, 0.30013430690239074, 0.29897061194629815, 0.2996638545550549, 0.3016141213698166, 0.3020664167400884, 0.30302383075844924, 0.29816572735488284, 0.2911598906403086, 0.2965885651588546, 0.3265502141770944, 0.304966482094413, 0.3012785629024959, 0.2998728047687247, 0.2963023034182949, 0.2950359363500338, 0.2959050263406644, 0.30131883521072894, 0.3044967646770303, 0.2917258390397235, 0.30022005699098164, 0.3126894882815791, 0.2982278606724259, 0.3030100371145824, 0.3028065190199122, 0.2997186650414869]	
16	[0.3001870682012045, 0.3001954304960847, 0.30017795248490775, 0.3003383120111594, 0.3001540830686857, 0.3001360922342138, 0.300407842569232, 0.3002437021400049, 0.3014057898896558, 0.30072111358666875, 0.29884009035120385, 0.299082495274595, 0.3033336831014559, 0.30723550398529714, 0.31295170384764165, 0.30234239351707226, 0.29158546693564813, 0.298354979722859, 0.2993154387118527, 0.2988897785209967, 0.30715135603325616, 0.3094633953947243, 0.30531292004701505, 0.3031382989207151, 0.2960583959786958, 0.31018345120606833, 0.299651508161302, 0.290213775483317, 0.30184008988908256, 0.29674227271039244, 0.2983325819355647, 0.3024359575628874]	[0.30018328710900105, 0.3001751285025552, 0.30019344011555765, 0.30003226825847024, 0.30021844564404365, 0.3002331903966436, 0.2999669106130869, 0.30013430690239074, 0.29897061194629815, 0.2996638545550549, 0.3016141213698166, 0.3020664167400884, 0.30302383075844924, 0.29816572735488284, 0.2911598906403086, 0.2965885651588546, 0.3265502141770944, 0.304966482094413, 0.3012785629024959, 0.2998728047687247, 0.2963023034182949, 0.2950359363500338, 0.2959050263406644, 0.30131883521072894, 0.3044967646770303, 0.2917258390397235, 0.30022005699098164, 0.3126894882815791, 0.2982278606724259, 0.3030100371145824, 0.3028065190199122, 0.2997186650414869]	
17	[0.3001870682012045, 0.3001954304960847, 0.30017795248490775, 0.3003383120111594, 0.3001540830686857, 0.3001360922342138, 0.300407842569232, 0.3002437021400049, 0.3014057898896558, 0.30072111358666875, 0.29884009035120385, 0.299082495274595, 0.3033336831014559, 0.30723550398529714, 0.31295170384764165, 0.30234239351707226, 0.29158546693564813, 0.298354979722859, 0.2993154387118527, 0.2988897785209967, 0.30715135603325616, 0.3094633953947243, 0.30531292004701505, 0.3031382989207151, 0.2960583959786958, 0.31018345120606833, 0.299651508161302, 0.290213775483317, 0.30184008988908256, 0.29674227271039244, 0.2983325819355647, 0.3024359575628874]	[0.30018328710900105, 0.3001751285025552, 0.30019344011555765, 0.30003226825847024, 0.30021844564404365, 0.3002331903966436, 0.2999669106130869, 0.30013430690239074, 0.29897061194629815, 0.2996638545550549, 0.3016141213698166, 0.3020664167400884, 0.30302383075844924, 0.29816572735488284, 0.2911598906403086, 0.2965885651588546, 0.3265502141770944, 0.304966482094413, 0.3012785629024959, 0.2998728047687247, 0.2963023034182949, 0.2950359363500338, 0.2959050263406644, 0.30131883521072894, 0.3044967646770303, 0.2917258390397235, 0.30022005699098164, 0.3126894882815791, 0.2982278606724259, 0.3030100371145824, 0.3028065190199122, 0.2997186650414869]	
18	[0.3001870682012045, 0.3001954304960847, 0.30017795248490775, 0.3003383120111594, 0.3001540830686857, 0.3001360922342138, 0.300407842569232, 0.3002437021400049, 0.3014057898896558, 0.30072111358666875, 0.29884009035120385, 0.299082495274595, 0.3033336831014559, 0.30723550398529714, 0.31295170384764165, 0.30234239351707226, 0.29158546693564813, 0.298354979722859, 0.2993154387118527, 0.2988897785209967, 0.30715135603325616, 0.3094633953947243, 0.30531292004701505, 0.3031382989207151, 0.2960583959786958, 0.31018345120606833, 0.299651508161302, 0.290213775483317, 0.30184008988908256, 0.29674227271039244, 0.2983325819355647, 0.3024359575628874]	[0.30018328710900105, 0.3001751285025552, 0.30019344011555765, 0.30003226825847024, 0.30021844564404365, 0.3002331903966436, 0.2999669106130869, 0.30013430690239074, 0.29897061194629815, 0.2996638545550549, 0.3016141213698166, 0.3020664167400884, 0.30302383075844924, 0.29816572735488284, 0.2911598906403086, 0.2965885651588546, 0.3265502141770944, 0.304966482094413, 0.3012785629024959, 0.2998728047687247, 0.2963023034182949, 0.2950359363500338, 0.2959050263406644, 0.30131883521072894, 0.3044967646770303, 0.2917258390397235, 0.30022005699098164, 0.3126894882815791, 0.2982278606724259, 0.3030100371145824, 0.3028065190199122, 0.2997186650414869]	
19	[0.3001870682012045, 0.3001954304960847, 0.30017795248490775, 0.3003383120111594, 0.3001540830686857, 0.3001360922342138, 0.300407842569232, 0.3002437021400049, 0.3014057898896558, 0.30072111358666875, 0.29884009035120385, 0.299082495274595, 0.3033336831014559, 0.30723550398529714, 0.31295170384764165, 0.30234239351707226, 0.29158546693564813, 0.298354979722859, 0.2993154387118527, 0.2988897785209967, 0.30715135603325616, 0.3094633953947243, 0.30531292004701505, 0.3031382989207151, 0.2960583959786958, 0.31018345120606833, 0.299651508161302, 0.290213775483317, 0.30184008988908256, 0.29674227271039244, 0.2983325819355647, 0.3024359575628874]	[0.30018328710900105, 0.3001751285025552, 0.30019344011555765, 0.30003226825847024, 0.30021844564404365, 0.3002331903966436, 0.2999669106130869, 0.30013430690239074, 0.29897061194629815, 0.2996638545550549, 0.3016141213698166, 0.3020664167400884, 0.30302383075844924, 0.29816572735488284, 0.2911598906403086, 0.2965885651588546, 0.3265502141770944, 0.304966482094413, 0.3012785629024959, 0.2998728047687247, 0.2963023034182949, 0.2950359363500338, 0.2959050263406644, 0.30131883521072894, 0.3044967646770303, 0.2917258390397235, 0.30022005699098164, 0.3126894882815791, 0.2982278606724259, 0.3030100371145824, 0.3028065190199122, 0.2997186650414869]	
20	[0.3001870682012045, 0.3001954304960847, 0.30017795248490775, 0.3003383120111594, 0.3001540830686857, 0.3001360922342138, 0.300407842569232, 0.3002437021400049, 0.3014057898896558, 0.30072111358666875, 0.29884009035120385, 0.299082495274595, 0.3033336831014559, 0.30723550398529714, 0.31295170384764165, 0.30234239351707226, 0.29158546693564813, 0.298354979722859, 0.2993154387118527, 0.2988897785209967, 0.30715135603325616, 0.3094633953947243, 0.30531292004701505, 0.3031382989207151, 0.2960583959786958, 0.31018345120606833, 0.299651508161302, 0.290213775483317, 0.30184008988908256, 0.29674227271039244, 0.2983325819355647, 0.3024359575628874]	[0.30018328710900105, 0.3001751285025552, 0.30019344011555765, 0.30003226825847024, 0.30021844564404365, 0.3002331903966436, 0.2999669106130869, 0.30013430690239074, 0.29897061194629815, 0.2996638545550549, 0.3016141213698166, 0.3020664167400884, 0.30302383075844924, 0.29816572735488284, 0.2911598906403086, 0.2965885651588546, 0.3265502141770944, 0.304966482094413, 0.3012785629024959, 0.2998728047687247, 0.2963023034182949, 0.2950359363500338, 0.2959050263406644, 0.30131883521072894, 0.3044967646770303, 0.2917258390397235, 0.30022005699098164, 0.3126894882815791, 0.2982278606724259, 0.3030100371145824, 0.3028065190199122, 0.2997186650414869]	
